,tweet,processed,topic
110,la lutte contre le changement climatique s accelere desormais ce sont 33 institutions financieres qui composent le cadre one planet fonds souverains,lutte contre changement climatique accelere desormais 33 institution financieres composent cadre one planet fonds souverains,environment
111,celui qui a redonne la vie de ses mots aux combattants de la grande guerre est entre dans le pantheon avec ses camarades la flamme de maurice genevoix et de ceux de 14 ne s eteindra pas,celui a redonne vie mot combattants grande guerre entre pantheon camarades flamme maurice genevoix ceux 14 eteindra,
112,les destins d un habitant de rio lagos canberra vienne paris dakar n ont jamais ete si lies qu aujourd hui sante climat inegalites valeurs universelles nous avons besoin d un consensus mondial d une meme lecture du monde d unir nos efforts pour batir ensemble,destins habitant rio lagos canberra vienne paris dakar jamais ete si lie aujourd hui sante climat inegalites valeurs universelles besoin consensus mondial meme lecture monde unir effort batir ensemble,environment
113,les francais sont 85 a souhaiter qu il n y ait plus de voile dans la rue car ils ont bien pris conscience que le voile est utilise par les islamistes comme un uniforme et comme une demonstration de l avancee de l islamisme dimanchejevotemarine,francais 85 a souhaiter plus voile rue car bien pris conscience voile utilise islamistes comme uniforme comme demonstration avancee islamisme dimanchejevotemarine,education
114,je suis pour le patriotisme economique et le localisme il faut manger francais dans les cantines collectives je propose un plan qui vise sur 5 ans a augmenter progressivement la part de la production francaise dans la restauration collective rencontreliberteslocales,patriotisme economique localisme faut manger francais cantines collective propose plan vise 5 an a augmenter progressivement part production francaise restauration collective rencontreliberteslocales,economy
115,pour faire face aux crises a nos frontieres exterieures je propose la mise en oeuvre d une plateforme europeenne elle nous permettra de conjuguer toutes les forces de notre union tous nos instruments de maniere solidaire efficace et rapide,faire face crisis a frontieres exterieures propose mise oeuvre plateforme europeenne permettra conjuguer toutes force union tous instrument maniere solidaire efficace rapide,health
116,nous allons pour la premiere fois depuis des decennies relancer la construction de reacteurs nucleaires dans notre pays et continuer de developper les energies renouvelables,allons premiere fois depuis decennies relancer construction reacteurs nucleaires pay continuer developper energy renouvelables,economy
117,permettre aux sapeurs pompiers de prodiguer des soins c est une transformation de bon sens nous allons la mener,permettre sapeurs pompiers prodiguer soins transformation bon sen allons mener,
118,faire de la france la premiere nation europeenne en innovation en sante nous pouvons le faire nous allons investir 7 milliards d euros dans ce domaine strategique donner la priorite a celles et ceux qui prennent des risques mais aussi simplifier et decloisonner,faire france premiere nation europeenne innovation sante pouvons faire allons investir 7 milliard euro domaine strategique donner priorite a celles ceux prennent risques aussi simplifier decloisonner,health
119,tout mon soutien a bardella mis en examen pour avoir denonce la realite islamiste de trappes personne ne le fera taire ni la justice ni les islamistes,tout soutien a bardella mi examen avoir denonce realite islamiste trappes personne fera taire ni justice ni islamistes,
120,j 21 avant le premier tour de l election presidentielle je porterai le budget de la defense a 55 milliards d euros par an d ici 2027 une necessite vitale pour la france dans un monde incertain et lourd de menaces,21 avant premier tour election presidentielle porterai budget defense a 55 milliard euro an ici 2027 necessite vitale france monde incertain lourd menace,economy
121,faire du vaccin un bien public mondial vacciner le monde maintenant voila la responsabilite du g7 voila l ambition que la france porte,faire vaccin bien public mondial vacciner monde maintenant voila responsabilite g7 voila ambition france porte,economy
122,100 milliards d euros pas pour reconstruire notre economie a l identique 100 milliards pour faire de la france une economie d avant garde et pour offrir un emploi a tous,100 milliard euro reconstruire economie a identique 100 milliard faire france economie avant garde offrir emploi a tous,economy
123,j ai entendu emmanuel macron avoir des propos tres durs sur le voile disant que c etait contraire a la laicite a notre civilite a notre vision de l egalite homme femme je pense moi aussi tout cela du voile qui est contraire a nos valeurs et au respect du aux femmes,entendu emmanuel macron avoir propos tres durs voile disant etait contraire a laicite a civilite a vision egalite homme femme pense aussi tout cela voile contraire a valeurs respect femmes,education
124,le 24 avril le choix que les francais feront aura un impact direct et durable sur leur pouvoir d achat marinepresidente debatmacronlepen 2022ledebat,24 avril choix francais feront impact direct durable pouvoir achat marinepresidente debatmacronlepen 2022ledebat,economy
125,je veux faire un gouvernement d union nationale entierement au service des francais,veux faire gouvernement union nationale entierement service francais,economy
126,elue presidente je supprimerai les hausses de taxes sur les carburants decidees par emmanuel macron en 2017 et 2018,elue presidente supprimerai hausses tax carburants decidees emmanuel macron 2017 2018,health
127,au nom de la relation nouvelle que nous sommes en train d ecrire avec l afrique au nom de notre respect envers la jeunesse africaine au nom de notre amitie avec le benin promesse tenue,nom relation nouvelle train ecrire afrique nom respect envers jeunesse africaine nom amitie benin promesse tenue,education
128,au pouvoir j encouragerai le travail manuel et je developperai l apprentissage en augmentant les salaires des apprentis et les aides aux patrons il y a beaucoup d emplois non pourvus en raison de l abandon de ces filieres professionnelles,pouvoir encouragerai travail manuel developperai apprentissage augmentant salaires apprentis aide patron a beaucoup emplois non pourvus raison abandon filieres professionnelles,economy
129,je trouve assez etonnante la febrilite du president candidat qui tient des propos sans queue ni tete au moment ou il entre en campagne il le fait avec une febrilite une tonalite etonnantes elysee2022,trouve assez etonnante febrilite president candidat tient propos sans queue ni tete moment entre campagne fait febrilite tonalite etonnantes elysee2022,economy
130,nous voulons un etat qui engage sans faiblir la reconquete republicaine des 1514 quartiers places sous la loi des caids ou des islamistes marinepresidente,voulons etat engage sans faiblir reconquete republicaine 1514 quartiers place sou loi caids islamistes marinepresidente,health
131,si les temps sont troubles par la guerre en ukraine par un virus qui bouleverse notre vie quotidienne je n oublie pas notre jeunesse et la promesse que je lui ai faite pour qu elle ait foi en elle en son avenir aujourd hui le contrat d engagement jeune entre en vigueur,si temp trouble guerre ukraine virus bouleverse vie quotidienne oublie jeunesse promesse faite foi avenir aujourd hui contrat engagement jeune entre vigueur,education
132,nos tpe pme sont le terreau des emplois de demain des innovations de demain mais aussi les leviers du reequilibrage territorial que j appelle de mes voeux c est pour cela que j en ferai ma priorite dimanchejevotemarine marinepresidente,tpe pme terreau emplois demain innovation demain aussi leviers reequilibrage territorial appelle voeux cela ferai priorite dimanchejevotemarine marinepresidente,
